Ticker,Date,Strategy,EntryPrice,MarketRegime,Ret5d,SpyRet5d,BeatSpy5d,Ret10d,SpyRet10d,BeatSpy10d,Ret20d,SpyRet20d,BeatSpy20d
WYNN,2026-07-07,box_bottom,96.35,bull,-0.47,0.55,false,0.00,0.00,false,0.00,0.00,false
XEL,2025-12-12,box_bottom,75.15,bull,-3.30,-0.17,false,-1.37,0.89,false,-0.28,1.76,false
XEL,2025-12-22,box_bottom,73.85,bull,0.46,0.32,true,-0.85,0.69,false,2.72,0.61,true
XEL,2026-03-24,box_bottom,77.96,bear,1.90,-0.43,true,4.49,3.50,true,0.19,8.88,false
XEL,2026-03-25,box_bottom,77.70,bear,2.59,-0.24,true,6.53,3.52,true,2.29,7.86,false
XEL,2026-03-26,box_bottom,77.93,bear,3.61,1.66,true,5.71,5.33,true,1.57,10.67,false
XYL,2025-11-21,box_bottom,140.39,bear,-0.70,3.22,false,-1.47,3.73,false,-0.91,3.91,false
XYL,2026-05-05,box_bottom,116.39,bull,-4.17,1.99,false,-8.63,1.38,false,-5.76,4.21,false
ZBH,2025-12-22,box_bottom,89.80,bull,1.10,0.32,true,3.20,0.69,true,-2.52,0.61,false
ZBRA,2026-05-12,squeeze_breakout,241.79,bull,2.22,-0.60,true,4.43,1.66,true,-10.34,-1.73,false
ZTS,2026-03-24,box_bottom,115.93,bear,1.97,-0.43,true,3.30,3.50,false,1.37,8.88,false
